title,link,published,source,region,country_code
6G時代を見据え世界で進む次世代周波数の検討。東京・銀座で7GHz帯のカバレッジエリアを検証 - ソフトバンク,https://news.google.com/rss/articles/CBMiXEFVX3lxTE4yLWhEeGxLQ0JLblZLdlpQRGtmUHBlRU9fZmR4MHFTcG00SWQ3T29sdEphOHljZDZGQUMxU1VWZ0lVWUhNREVaalBRbDBwUjNJN29Oc1FVaVlES2N6?oc=5,2025-12-11 08:00:00,ソフトバンク,Japan,JP
5G Evolution & 6G - docomo.ne.jp,https://news.google.com/rss/articles/CBMiYkFVX3lxTE9ackZ6LWk0WUFYcVEzcDE2aWdJQ3oyMTR6Vi1SaUxxSkdCOTk3Zy1qMnJVcUUwY01ldFZKTEZybFFYaHJHaDV1UktMSVVnVmNrMW4xMGRQdHdtcWJMYmNWUTBn?oc=5,2025-09-17 09:28:53,docomo.ne.jp,Japan,JP
ソフトバンク、「通信のためのAI」に注力 6G待たず早期実装へ - 日経クロステック,https://news.google.com/rss/articles/CBMibEFVX3lxTE5tRzRndlE2ODhROEFkbVhZTFhKVFpnbmVVN1BEclJ4cHpiM290eGw1WWNha01tbU43Q3Bqb20wZjI3YklIemJGbjNnaFctMjE0TGdPZlhCWTgyX3hINjV6TUxGSHlwY1RnaTFvag?oc=5,2025-12-23 08:00:00,日経クロステック,Japan,JP
6G主力周波数は7GHz帯 見えてきたアッパーミッドバンドの実力 - ビジネスネットワーク,https://news.google.com/rss/articles/CBMiU0FVX3lxTE5qOTMzRkZkRHk1eEhwZndGSTRyOUtvUUFvTkJSeHlVNXlMYUwzdV9rTkx1MTZGN3A1Z3VwdmZfTFFabnV0MndXbVZGRy14a1dNci0w?oc=5,2025-08-28 08:00:00,ビジネスネットワーク,Japan,JP
センチメートル波がほしいソフトバンク 6Gに向けた有効性をアピール【石野純也のモバイル通信SE】 - Impress Watch,https://news.google.com/rss/articles/CBMicEFVX3lxTE42MjZSZDNrRGZ5c0ZtQWJVQm1XYUpGaHpjY2JhcWhEWlJGZGtuakFvMWY2WWw1Y3kzZTBCelh1d01zLVBQa3NMQlh6ZTVwWW1LeXlTNXRsQWxuNWYxUTBqMzlRTzUtWGVkc3pVUVoybXc?oc=5,2025-11-26 08:00:00,Impress Watch,Japan,JP
6Gに向けてセンチメートル波の都市部での有効性を実証 - ソフトバンク,https://news.google.com/rss/articles/CBMib0FVX3lxTE5BQklfTERnZ0lVLXJHdWxobTNtX2dpSlVoQnpqWjJPZFU0Z2piTHN0VGpTN2JISzZtN3NjaFpWenlibjc2Y3d5Y2J6RUpXSms3anF0QkpmNFNPcXdtN2lyWkdHTV8za2YzSU5HbzFOWQ?oc=5,2025-11-19 08:00:00,ソフトバンク,Japan,JP
ソフトバンクが6Gの有力周波数帯センチメートル波を推進、広いエリアと広帯域両立 - 日経クロステック,https://news.google.com/rss/articles/CBMibEFVX3lxTFBHREcwLXRlQmN6VE9iV1l5U0pYYnFYVm9jWWtJOEVZMGtQVUwwWVp3MVRBWWk4TVRieHZJV2dMNmhqanJDWXg1dTRvdVY5Vl9SRnZwcWZydDlQdVBOMDNGbnRRaG9yRjdZTnFtTQ?oc=5,2025-12-18 08:00:00,日経クロステック,Japan,JP
ソフトバンク、次世代通信「6G」向け周波数帯の利用実証 - 日本経済新聞,https://news.google.com/rss/articles/CBMibEFVX3lxTFBZaW5GTmJOcEZwXzJ0N1VkM1NLa3ZMeHBTY0J0ZzVzd0RHQ2JJQUV6a19Fek8wYUhBYWRGNjVDQzU2eWRJSmM1cmJWZmdTX3B6Uk9Hc3NRMWwxMDc2SHdwOXo5bE5WdkR5N0V5SA?oc=5,2025-11-19 08:00:00,日本経済新聞,Japan,JP
6Gに向けてセンチメートル波の都市部での有効性を実証 ～都市部で7GHz帯による良好なエリアカバレッジと通信品質を確認～ - ソフトバンク,https://news.google.com/rss/articles/CBMibEFVX3lxTE1QUU9UMmg5ekNVX1RMNHBDU2NlRXhnYWxoSU16MnBSQnZiVDd6M3RKWXVWb3ZYNzlHWmxqVGIwdXp5RGtlVjQyR0k4UndjTS1nQUVsVGpUSUJ4Nk9tbGd2T2k4enlKVGx4Mm1uLQ?oc=5,2025-11-19 08:00:00,ソフトバンク,Japan,JP
川崎ひでと総務大臣政務官 6G新周波数候補の屋外実証実験を視察 〜次世代通信の実証現場を訪問〜 - ソフトバンク,https://news.google.com/rss/articles/CBMibEFVX3lxTFAteXdQM1k2QUt0bWZYYTBQZ3RGNWZjTVlpTUdRcXNmTG1lb3luTG1FUWlfZVVaYnJSeGJQT25CdzZvRXBOM3BpR19URXJMV25RZVpiUi1lS3F3QlhTd2Y1aVJGZ1prLVdORE5IMw?oc=5,2025-09-30 08:00:00,ソフトバンク,Japan,JP
ISACの実力と課題 6G時代を支える「通信とセンシングの融合」 - ビジネスネットワーク,https://news.google.com/rss/articles/CBMiU0FVX3lxTFBoc2x6WUp6NUtXLW5vOG4tVXlxS3l1THpNU3RHQm1haEpmT0hmbFBhMTBsSHRLSWhrczVDZExZNV9iV2RSeGlydFc5TlhtR0V2aUdz?oc=5,2025-08-21 08:00:00,ビジネスネットワーク,Japan,JP
ドコモなど、「AI×6G」で通信速度が最大2倍に 屋外実験に成功 - ケータイ Watch,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9QVEk3ZE5mdWNPdzRhXzlJUnhKOV9ONDMxWWkxdTZEZjdMdkF5QmZXb3NNTzhsU1AxRDVLWDhPLXZreVNVZVFqSXV6NlppenlPWm5iWmlOdld2blVUSGZUcHdjR3NWejg?oc=5,2025-11-18 08:00:00,ケータイ Watch,Japan,JP
NTTドコモ、6Gに向けAI活用で通信スループット2倍以上に - Impress Watch,https://news.google.com/rss/articles/CBMiZEFVX3lxTE1OT3FkVnE5VU01ZE9CdjlveHd5UVlqM2h5SlhMdVVzWlpIQ2x6bjZwdjVJOF9RdGh3d2ljU1BsT29wNFhrMVBiN1RYV3pzdHZvUW5VRTFCUmctUGh3VG40bHJIdVE?oc=5,2025-11-17 08:00:00,Impress Watch,Japan,JP
日米がAIや6Gなど先端7分野で協力合意へ 中国に対抗、新興国輸出 - 日本経済新聞,https://news.google.com/rss/articles/CBMibEFVX3lxTE11SkJwYkMwNEowenp5aU94cXVqanBZbWVDMVdiVXhJbnRsbUt5Ti1wNENOQUFiYUwydDhhaGFLbEdEN0pUY0dRN08xOEJhYUF2UFBRLVNQdWR4OEcwclZpcV9yVDVXbnFQWlYxUA?oc=5,2025-10-24 08:00:00,日本経済新聞,Japan,JP
6Gスマホは「速い」だけじゃない--電波の乱れからヒトの呼吸まで検知 - CNET Japan,https://news.google.com/rss/articles/CBMiUkFVX3lxTE4ycElQN19sNk10TEM0T01IanJSWWZMUEtYWlZIMUNRTFhjcWYwTEtNNWJvMmk0VjBLQjB2ZXNLRDRzNkxtMjZLb1U5Y2hrUHlFQmc?oc=5,2025-11-14 08:00:00,CNET Japan,Japan,JP
AIがRANを革新する 6G時代の無線アクセスは「AIネイティブ」 - ビジネスネットワーク,https://news.google.com/rss/articles/CBMiU0FVX3lxTFBXTWJIdWp0TmhZbnpVUE03SG5PZjFxXzVsNzlRLVNzZUV4Q1ZCdFVZZXowWUNCSEtPakZxUDM0eFZsRTIxRUJBWFRpNVFjOHRDVDdr?oc=5,2025-08-26 08:00:00,ビジネスネットワーク,Japan,JP
ソフトバンクが「6G」通信の有効性を銀座で実証 「7GHz帯センチ波」広域カバレッジと通信品質の実証結果を公表 - ロボスタ,https://news.google.com/rss/articles/CBMiZEFVX3lxTE56RkpMeGlDZmVRUXZHcGFzZHlCeWg1UzB2OTMxNUdpVTY3YklxNkVETWNSTU9ESnA2MEYxbkVRMnhybk9NVjRDbWFsbnhZcXlvcC1yNnhzZkpfblpWRkprdUlzNW0?oc=5,2025-11-19 08:00:00,ロボスタ,Japan,JP
NTTドコモ、「痛み共有」の新技術は6Gの活用促進につながるか - 日経ビジネス電子版,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQb1l4Q2RHaElWTThTYmdQeFVXQWgxY3VtV1pGMVBWemxad3RtM3ZDTzZOUmJaY1J0MGlidnc1UUlSamJVVHpMeDRHSVlPVU5XMHZLcjFUOXFEYlhiZm1qWUFDbWJBQ3pOT0tpdFl0Xzl0ZVFaanQ2c0I2cDBXTVdiLVFIUlA2cE5a?oc=5,2026-01-05 08:15:51,日経ビジネス電子版,Japan,JP
ソフトバンクが6G候補周波数を検証「7GHz帯のポテンシャルは高い」 - ビジネスネットワーク,https://news.google.com/rss/articles/CBMiU0FVX3lxTE5zLXNHdE4xWWNsTmw2S1E2aWVja21Lc3ZpREdOWlJDbVQ5aExnSEhnMDNYeFVmMFRrZldmeFN3SWNEanpIUUNPNVRmcVNGLUJQcVNN?oc=5,2025-11-19 08:00:00,ビジネスネットワーク,Japan,JP
もうはじまった「6G通信」の実証実験 ソフトバンクとノキアが実用化に向けて銀座で「7GHz帯」Massive MIMOで屋外通信 - ロボスタ,https://news.google.com/rss/articles/CBMiZEFVX3lxTE9Ob2xtUWpxcDlTb1NfdHpyQXVsQjdTb3NVOGNWYU5NbDQ3bnVvbTJySjVadFN3eGZvYnF5amt0ZkFGVUoyS3dXd3AxM1RsSk9zMFFyaWhPZXhRS2wtaXRCTUdwQ0s?oc=5,2025-07-10 08:00:00,ロボスタ,Japan,JP
「痛み」を共有するNTTドコモの新技術、6Gのユースケース開拓につながるか - 日経クロステック,https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBpdXkwSUtEcGwydnN2NnlrWk5pZi1sWlczVFlEQ2w2RmN6amhBdVliZjgwUUxsS0tUck9IQ3NUSTh2LUhmLThpdEhKeWZWNFB0NS1vdW5BMnpQUExFbm9RY2Qwc0xxc28?oc=5,2025-10-27 07:00:00,日経クロステック,Japan,JP
6Gで導入期待 通信とセンシングの融合技術「ISAC」デモをADIが実施：マイクロウェーブ展 2025 - EE Times Japan,https://news.google.com/rss/articles/CBMib0FVX3lxTE0wU1pEUTJBemQ4VmxnNlZqNjg1VFE2dmlMVWd6QnJmcVZVNDJpdlphSXJ3NzhlQUNHdUFPc1VWVENiN3V3NVB1c0phWnJMNU1ZcjR3eDJsR1RUZFUzTjQtNWpRUjhJeElLMVhQX3N4Zw?oc=5,2025-12-09 08:00:00,EE Times Japan,Japan,JP
ソフトバンクとサムスンが6GやAI-RANの共同研究で協業 - ケータイ Watch,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1XM1h6LTNNOWFwSFZBSUJObFpSWjRiUlEtNGoyWHprUmN1QWJ1QU1hN19MamYtcjBlWTg4UElucTZCVHRqeVM1VTd6c2x2ckRtVmwyWWo4N3pkZHp6X2RVWk9iMUtRVHc?oc=5,2025-10-27 07:00:00,ケータイ Watch,Japan,JP
「欧州はUpper 6GHzを5G/6Gに」 ノキアが解説する世界の周波数動向 - ビジネスネットワーク,https://news.google.com/rss/articles/CBMiU0FVX3lxTE56QUNpOWJKemwzTGItVWl1ZVQxOUNVbG1sVC10aFF4MHZrVVJ0akdXR0dKS2l0XzhQOGZIWVJyTkFLYWRaWGZscEJuakZTSTNfeDM4?oc=5,2025-11-21 08:00:00,ビジネスネットワーク,Japan,JP
NVIDIA と米国通信業界のリーダーたちが、6G への道を加速する純米国製の AI-RAN スタックを発表 - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTFB3Tmc0T1BaMnJvbldjdjFfYzNMWXBtTndlSHplOVpZN0xMdTRZWHJwTmxoYVh5YnBIeG94UmF5bGd2a180eXZ1aFAySmc4SXh6TDFYTnFleFpDbFZtUnlvY01Ja1BfbEVKVEE?oc=5,2025-10-29 07:00:00,PR TIMES,Japan,JP
NVIDIA と Nokia 、6G 向けの AI プラットフォームを先駆的に開発し、通信分野における米国のリーダーシップ復帰を推進 - NVIDIA | Japan Blog,https://news.google.com/rss/articles/CBMidkFVX3lxTE1zeFV0MjRWWTN6N3FFVlE5UVEzX2ZqUUdrTlBIU1FuOVNvaXJCSVQwOE93MHlEQnRrTVFNNzlGUW1BMkJ2SUVnbjg4ZDd5SlFjTk5pdUdBb1dzNU0xU2NpSG9YSERBZnRZX0hYaU5iU3E1SVZRbUE?oc=5,2025-10-31 07:00:00,NVIDIA | Japan Blog,Japan,JP
普及しない5Gミリ波より現実的？　ソフトバンクらが6G向け“センチメートル波”の有用性を銀座で実証 - ITmedia Mobile - ITmedia,https://news.google.com/rss/articles/CBMib0FVX3lxTE15eTRwYWFXd3k0RTRsdWFua2RvTmQwQ3B1TDVpNVk5Nnh1cTJFQTU2RHZReVZkdTlnQVBGYjM1MENpc3ZpRm53R25tRmJacDFxbHdkamhBcW5XZXV2RUVEY3p4VnpOMVlGOEJJTS13Y9IBaEFVX3lxTE4yWW5Ya050QkNJV1h4OTdDR2ZPOTd2YVBiOWliV2t4TXZFWGRLeVhOa2lMN0dNN2JTVnNKZlNuaDRYYXZBd0JkaXVTZjk5bFJjU0tBOEpGbUFaTmVqQnhLS05oYkJmNXNY?oc=5,2025-11-19 08:00:00,ITmedia,Japan,JP
Qualcomm、6G対応の商用化前デバイスを2028年初頭に投入へ - PC Watch,https://news.google.com/rss/articles/CBMiY0FVX3lxTE0zV3VQalBBQ1VZUHlqZ054VVZZQWlWbzBwRnVzRDNVNXkzM2piUjJldW51VVRrMlp3NDBKaGRZY3BoZWlNRXI3U2MwTXU4SnF2em9ZOWNLT0k5SV9fb2NyUHBqNA?oc=5,2025-09-24 08:00:00,PC Watch,Japan,JP
新型ビームフォーマー開発、6G無線通信の技術革新へ シンガポール南洋理工大学 - Science Portal Asia Pacific,https://news.google.com/rss/articles/CBMiaEFVX3lxTE9JWTlDUlBoR3JRMFRfdjNQQUw2TTU0NHFOVnlnNTJ1Z3JsSEYyVEZuTHJfTTFJWml2RGF2cVNpdnhmYW85RlJqWHB6UlYwWllEbzdDMVdrT0NZQTQxLXQxNWJQLXFMUWRQ?oc=5,2025-09-17 01:35:58,Science Portal Asia Pacific,Japan,JP
6Gの最新ユースケース 「AIのためのネットワーク」が社会・産業を変える - ビジネスネットワーク,https://news.google.com/rss/articles/CBMiU0FVX3lxTE1fQzNybEUyUlpqUVh3dkhhNHFCM0lkX1VZSUJxR0ZyeHBmTk1GdWYwdHpfVzdsMGMtQlBqUkNzam9zNHBXVG05VDFCcUtxTVpjRUZR?oc=5,2025-08-19 08:00:00,ビジネスネットワーク,Japan,JP
「上り」重視の通信品質競争の幕開け AI・マルチモーダル・6G【石野純也のモバイル通信SE】 - Impress Watch,https://news.google.com/rss/articles/CBMicEFVX3lxTE5faDNQZHp3MVRzT2MxcE1Vc3hMLVpzLV92MHNRUjhMalkwSjhVLXBUN0h6anNwSF9jU19lYmtVaDNBQWJDZFpRNWFyQVM2cmVNWGY4alJ3THFfTzRfWlk5YVNxMV8yZTM5YU5DcTdoQVE?oc=5,2025-10-22 08:00:00,Impress Watch,Japan,JP
6Gを地球規模の公共財として推進する共同宣言を採択 インド - Science Portal Asia Pacific,https://news.google.com/rss/articles/CBMiaEFVX3lxTE4waWNhYU5yS1J5VFpZSzVEa0c0VHVkOWVWdkxDTXMzRWd0WDQ1V3IxWGlfOUhvSWJXRndfdWpUSkNfaGdUZXlwYUZ3dnppYXRrWUtTa0lFTjN2NlZXRTRPU24tc0pNNzZ5?oc=5,2025-11-13 08:00:00,Science Portal Asia Pacific,Japan,JP
ノキアとソフトバンク、「6G技術カンファレンス」を開催 有識者が7GHz帯実証やAI活用を語る - ケータイ Watch,https://news.google.com/rss/articles/CBMiZ0FVX3lxTFB6cGJOZVdwbkJybkU0YVZhVjF2X2xpUlRSZ2xfTHBOWW4zNUZhclVWSUt4NlBfdERNZkJ4MWhNWFQteUJ0SV9ZeUhPcGUyXzhRUGFzY0MzakJtU3N5VTNrLXJfc1REdjA?oc=5,2025-11-20 08:00:00,ケータイ Watch,Japan,JP
6Gで活躍期待 日本高周波のミリ波、テラヘルツ波パワーメーター：産総研技術を活用 - EE Times Japan,https://news.google.com/rss/articles/CBMib0FVX3lxTFA2d05FQ25vajNiSlJmZTRzOWxINndFZzllQXlXWFBydnlLZkV0TDI3NDJSdE9EUVlReDhHYkQzSTVVemxpN1RiaV9HdTljZXluNGF2VVhaaU1JMEx1d2d2NV9SUmxkTmhaRHZBOWZ2bw?oc=5,2025-12-19 08:00:00,EE Times Japan,Japan,JP
サブテラヘルツ帯における6G向け広帯域移動伝送試験装置を開発し、車両向け広帯域移動通信システムの基礎伝送に成功 - 京都大学,https://news.google.com/rss/articles/CBMiZkFVX3lxTE1QWnlTZXE1LTdUSXFtb3N3cm0yb2FkT1lHbUlmZjh5TGxnQ25GeFlzR2xQT2g4cFdMM1c1WGs1T2R6cmtQZUpnR2dxdUs5WS00bHAzazRZLWdvbkJPSEdvS1VpNThxQQ?oc=5,2025-08-07 08:00:00,京都大学,Japan,JP
スマホ5G“ミリ波”肩透かし 6Gは“センチメートル波”が鍵に (1/4) - ASCII.jp,https://news.google.com/rss/articles/CBMiVEFVX3lxTE1PejljU2VnTktkOEY2ZGxHMFJNZGFhcG4xSDFMRzNYWmwxajZtaFBibjhZcjdIa1ZmRHVoY2ZlV0pxYmRyNnRCeVI0U3dzYkU2OVdTRA?oc=5,2025-11-26 08:00:00,ASCII.jp,Japan,JP
NTT・ドコモ・ノキア ベル研究所ら、6G時代を見据えたAI活用無線インターフェースの屋外実証 - ビジネスネットワーク,https://news.google.com/rss/articles/CBMiU0FVX3lxTE9WcnVOZkZybGkyb2c2S24xVWZUTl8yN0xvSGtVRjZWTzhtdk1sZjNoY0k0WW42WHV5aXBCN0V0VU5wR0pOOUprZjhhT1BBUHpoU0Q0?oc=5,2025-11-17 08:00:00,ビジネスネットワーク,Japan,JP
米クアルコムが2028年に6G対応デバイス提供へ、商用化前に - ケータイ Watch,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1XUktwTFJ5eXN1OFBJVUpZQW10a2kySWhlY1h4dVFxS3cyVUgxNjVPRlh5S3dQSUxha1JsbzZQSTV3czF4SzZsLXZQZ0k3V3VQUVNPVVgwVlE5LWlHQ1hoSUY1UFVCNE0?oc=5,2025-09-24 08:00:00,ケータイ Watch,Japan,JP
AI ネイティブ 6G を加速する Aerial ソフトウェアをオープンソース化 - NVIDIA | Japan Blog,https://news.google.com/rss/articles/CBMickFVX3lxTE02cnZ4aG5oLVhUcGpQSjVSbEJrZGowelQ5dm9tYm5DLXNobFVJV1QtZHVXZ09xNFVWYWVRNGg2bV9XVW5wNzV4ZEZUSjdRVjZkZER6bW8yODhKVHZFeXVKX2xfQ1J2SjdZcF9janhwNlpLQQ?oc=5,2025-10-29 07:00:00,NVIDIA | Japan Blog,Japan,JP
ソフトバンク、6G実用化へ屋外実験 ノキアと協力 - 日本経済新聞,https://news.google.com/rss/articles/CBMibEFVX3lxTE94VHlDRklBUDBtYUc4UjVSRE1EaHNCQzl4aEUyYW41VGZIX2ZFaFFUVEJFa1VaSGNmZko1dGJHOXY3dTM4cWtnM01PY2F6bVRQMHJ6N3hCS0V4enVpSHlsRFB4eUhvWExJMlYyNA?oc=5,2025-07-08 08:00:00,日本経済新聞,Japan,JP
佐賀大学、ダイヤモンド半導体で120GHzの電波増幅 6Gも視野 - 日本経済新聞,https://news.google.com/rss/articles/CBMibEFVX3lxTE5kcjZBcDFaZC04ZTFob2FoMHJwLS1WZEF1cE1taWs0VEJVR2h2Wkk3dWVvakdtRDBEbFpuSFBmT1AxVXNfR3BhNGswOHRDbFIwSVZ1c2NFNVhGVG5hODJmUVh4clYxaGd1RFM2Tg?oc=5,2025-12-08 08:00:00,日本経済新聞,Japan,JP
「6GはAIと信の時代に」京大 原田博司教授インタビュー - ビジネスネットワーク,https://news.google.com/rss/articles/CBMiU0FVX3lxTE9uTm94X0IyeHluYlpnZk9tcUhsQUowbGdvc1pqUVpsbjZBYnNlR1BDaHNCenhZT3lINFdaSDNGR0E3d0t2Qk12MWxLOWVKREtSZHVN?oc=5,2025-09-02 08:00:00,ビジネスネットワーク,Japan,JP
東大 中尾教授「Network for AIに好機 6Gはマネタイズできる技術を軸に」 - ビジネスネットワーク,https://news.google.com/rss/articles/CBMiU0FVX3lxTFBCS04yUUhSZ2Z3aF9WWFBuU2VyekwxN2gxM1lKNU1jNDJxSWpxb05ybjhHVDllaGxUTFVvOFoxcTBaQS1tajdZUmRHcmU5YWYzMTUw?oc=5,2025-08-08 08:00:00,ビジネスネットワーク,Japan,JP
欧州の研究者が、NVIDIA 6G リサーチ ポートフォリオで AI ネイティブ無線ネットワークを開発 - NVIDIA | Japan Blog,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1Xd2RxbV9fS1h2NWdpMmRsSmtONWFzZlhVNk5iTVhWTHo5MlQ3bUktUTczNmI5OUhCV0dtVks2aWl6NzZWRF93Z1BYOWNlS3pRLW9Zcm94S2JTYy1xdkxtSQ?oc=5,2025-07-04 08:00:00,NVIDIA | Japan Blog,Japan,JP
次世代「6G」ネットワークが目指す姿、NTTドコモが検証したAIとの融合技術 - 日経クロステック Active,https://news.google.com/rss/articles/CBMiZkFVX3lxTE1TbnhQTkxYLTBuLU1mQmQ4Q0Jpa0hvLTlqRENZai1LMUpMQ0RjMzVheUlBZTdPVmZlVTZpX19VcDVPN3NZcGJCUXZnVjYtX3dxakxhYnJvb1Nhak83ZVc4X3JTelRqQQ?oc=5,2025-09-09 08:00:00,日経クロステック Active,Japan,JP
衛星通信、感覚の共有、遠隔操作、AI基地局……「6G」に向かう20兆円規模の巨大インフラ産業を解剖！ 書籍『通信ビジネス』2026年1月9日発売 - 産経ニュース,https://news.google.com/rss/articles/CBMie0FVX3lxTE1nLWFUSUtCNEs0TDA0Y1VnWnBzR0RsRmlBc25ncjlZc29JSmwxajZZMko0RWpIb2thT0F1ZnRKaUFmVXMxSE8tMTR4N1FQb3dXd3pMRHVQbzNONi1tYWFDelBkY2VkOWZ1aGNBYWJrc3YtVmVuaWkyUjFEdw?oc=5,2026-01-09 02:00:00,産経ニュース,Japan,JP
ノキア フェローが5G収益化・AI・6Gを解説「AIデバイスはネットワーク要件を変える」 - ビジネスネットワーク,https://news.google.com/rss/articles/CBMiU0FVX3lxTE1OU0VsRG5rQ3QzOVRJWGpJZWlQSVI2Y1hzanJUMm5fd2pxU1FPWWRJQXc2eFN0Ni16bXc1Qm5aQ3dzNnJQRGkxNDZGd2JSV2RDY29j?oc=5,2025-10-08 08:00:00,ビジネスネットワーク,Japan,JP
「NVIDIAが6GでのAIネーティブの意義を語る」など5本 - 日経クロステック,https://news.google.com/rss/articles/CBMibEFVX3lxTE9kNE94cGRMQ2w5TEhwYzVlRzBIVW1ZUjVyeEo2YjFjWWlQMkc2ZnU3NElIaWZiVEMtVkZ6ZmMtVGFYN05GZWhrOE96elU5QWJ2VFdDQzZKZ3NROFhMdWNIeEhSUDNteDVHNld5UA?oc=5,2025-10-24 08:00:00,日経クロステック,Japan,JP
